text,label
"You must be knowing #blithe means (adj.)  Happy, cheerful.",joy
Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy
Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby,joy
@Elaminova sparkling water makes your life sparkly,joy
I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,joy
#GBBO can cheer me up ☺️,joy
"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,joy
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire,joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,joy
"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",joy
#twd comes on soon #happy,joy
#twd comes on soon ,joy
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,joy
"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",joy
Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD,joy
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,joy
"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",joy
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy
"Accept the challenges, so that you may feel the exhilaration of victory.",joy
For what a beautiful day. #elated,joy
For what a beautiful day. ,joy
@Langston_Hunter Yeah bro it eas hella exhilarating,joy
sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,joy
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,joy
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,joy
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy
Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,joy
one thing I can say is that you kept me smiling,joy
#blackish always has me #rollin #hilarious,joy
#blackish always has me #rollin ,joy
How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy
American Schools are lively,joy
Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,joy
"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",joy
"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",joy
"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy
@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy
God hears your voice optimism at the moment that you think that everything has failed you ✨.,joy
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,joy
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy
Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,joy
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",joy
🍦🎿 god chirp this burp 🎿🍦,joy
"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",joy
angel delight is my everything,joy
I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy,joy
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,joy
"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,joy
"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy
Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
The little sniffle at the end of the song gets me every time. #rejoice,joy
The little sniffle at the end of the song gets me every time. ,joy
"I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.",joy
@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,joy
Keep smiling :),joy
Ever wake up and instantly feel happy?,joy
@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.,joy
@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,joy
"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy
All the bright places :(,joy
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy
I'm the reason I smile everyday 💯,joy
"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",joy
It's all about #redwine and #glee,joy
It's all about #redwine and ,joy
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy
Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,joy
Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,joy
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",joy
Anyone who drinks sparkling water is a demon,joy
Modern family never fails to cheer me up. Especially Phil.,joy
#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G...,joy
@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy
18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",joy
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ",joy
@ditzkoff @jpodhoretz There’s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,joy
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,joy
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,joy
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,joy
"During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor",joy
🎉 It is time for a most joyous celebration! 🎉,joy
@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy
@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy
Your #smile is a messenger of your good will.,joy
imagine if teppu got animated by madhouse tho &gt;_&lt;,joy
I'm highly animated even though I'm decomposing.,joy
jk. started this week strong and it's still going strong. #optimism,joy
jk. started this week strong and it's still going strong. ,joy
 @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
Town is lively. Something happen?,joy
"So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free",joy
@SQLBek My liver is elated that isn't us,joy
"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy
"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy
@Steeeevie_ breezy luvvvv,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 ,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious,joy
@ByeKandace can't cheer for a jigaboo,joy
@daveweigel a laurel and hearty handshake,joy
"@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.",joy
@LeeJarvis10 can't be following u pal he's smiling,joy
love to play underlord while listening to cheery anime music,joy
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,joy
"Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.",joy
someone teach me how to cheer someone up,joy
"@GreatDismal @Bencjacobs and it’s gleeful because they’re so inspired, so convinced they’re winning and at last have their strongman",joy
Avoiding hearty basset hound no time present-time american the brave: YDXef,joy
alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,joy
@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,joy
"and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace",joy
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",joy
@p_dortch7 I make sacrifices to make you happy,joy
I'm ever so cheerful,joy
@MarkDice Agreed.So tired of this nonsense . Soros must be elated.,joy
@Get_Quenched16 Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation.,joy
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy",joy
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends ",joy
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor,joy
Could not be happier!! #happy,joy
Could not be happier!! ,joy
@joemrusso happy birthdayyyyyy pretty. Miss you!,joy
"🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console",joy
"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",joy
Gen 8:21 NIV—The Lord smelled the pleasing aroma and said in his heart: “Never again will I… lifelong depravity,joy
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy
But uncle buck is on tho . #UncleBuck #hilarious,joy
But uncle buck is on tho . #UncleBuck ,joy
"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",joy
"@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.",joy
✨you make me happy @EthanDolan @GraysonDolan✨,joy
"#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.",joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 ",joy
"Iniesta still the one player I idolize from Barca,a delight to watch I tell you",joy
"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy
"Well, this is cheery. #MrRobot",joy
@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘,joy
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst ,joy
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,joy
@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,joy
@ReginalTSquirge you could add a jaunty bow\nOr bells,joy
tweet tweet chirp chirp losers,joy
Be content .... Life is too short. #smiling,joy
Be content .... Life is too short. ,joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? ",joy
I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,joy
“Set up as an ideal the facing of reality as honestly and as cheerfully as possible.” - Karl Menninger     #2ndHalfWealth,joy
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,joy
@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy
How's it possible to go from cheery earlier to the worst mood possible now🙄,joy
3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,joy
Kinda wished I watched mischievous kiss before playful kiss,joy
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy
@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy
"@Tjsotomayor snow pig,  that's hilarious. Lmaooo",joy
"“Set a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.” \n― Bob Proctor",joy
This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy.,joy
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens♒💜.,joy
Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  #love,joy
Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,joy
"@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space",joy
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot,joy
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!,joy
My ukulele bag has fallen apart.  WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!,joy
"Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.",joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,joy
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",joy
@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.,joy
smoking weed while you watch 12 pull somebody else over is the most joyous thing ever.,joy
And girl I love your perfume there's something bout you 🎧 ,joy
And girl I love your perfume there's something bout you 🎧 #breezy,joy
Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her,joy
@BjerkeDanielle @FunnySayings lol that's hilarious,joy
"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",joy
Manchester United v Manchester City #happy days #EFL,joy
"@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.",joy
Accept the #challenges so that you can feel the exhilaration of victory.,joy
"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy
"@SeveChambers i'm elated, thank you for your help! can i apply to be verified?",joy
"The world needs more laughter, more love, and a little more of you. - R.M Drake.",joy
#bcwinechat what's the most common method used to make BC #sparkling #wine?,joy
#bcwinechat what's the most common method used to make BC  #wine?,joy
@DavuuWart this is hilarious !!,joy
"@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.",joy
"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; ",joy
"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",joy
"I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!",joy
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,joy
"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",joy
@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..,joy
#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,joy
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS,joy
"@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",joy
Remember when Joe and Quinn had a thing on glee,joy
I'm still laughing 'Bitch took my pillow' line #glee #kurt,joy
I'm still laughing 'Bitch took my pillow' line  #kurt,joy
Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,joy
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless,joy
"Eve, Izzy, and Paige cheerfully sing songs together.",joy
"@JeffBridg man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro.",joy
The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight,joy
@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha,joy
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums,joy
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums,joy
She'll be bribing her parents with hearty laughter and giggles :) #Loveet,joy
"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?💓 96,127",joy
The #most wasteful day is a #day without #laughter,joy
The #most wasteful day is a #day without ,joy
Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy,joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered ,joy
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today  #nosleep",joy
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling,joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. ,joy
"Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy",joy
"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!",joy
"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",joy
Only person that could manage to get bright pink lipstick all over my brand new white dress 😩😂,joy
Life izn't about pleasing each others...😕\n\n #hell #with ,joy
I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl,joy
I gave up on the U20 Rugby bet on the Roosters!  #nrl,joy
"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",joy
"Sharpened a pencil today, haven't sharpened once since 1999. ✏️ #exhilarating",joy
"Sharpened a pencil today, haven't sharpened once since 1999. ✏️ ",joy
.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha …,joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful",joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",joy
"All i want to do is to be successful, be cheerful and to be happy with @DominicHussein",joy
Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV  #chills #smiling,joy
Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV #chills ,joy
How sad is it that I'm rejoicing over a 72💀 #collegekills,joy
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
@beautyfulli_ami that guy in the back of your picture is hilarious,joy
Literally feels sg to be happy with sam😍,joy
jasperino - buoyant - Session.Six,joy
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. ,joy
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy,joy
@CScheiwiller can't stop smiling 😆😆😆,joy
The amount of laughter ready to leave my body if United lose is unreal,joy
"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy
((things that grind my gears: people drawing gideon gleeful skinny,joy
"The book that can start improving your relationship tonight.  Taking you on a journey of #fun, #laughter, #romance and #metaphysics.  htt…",joy
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈,joy
I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny",joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy
"Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it",joy
*gets crushes on fictional and animated characters instead if real people*,joy
@MissRBBerry_ @BlaineHale_ @KurtStilinski_ @BeaconScott11 @SStilinski_24 I brought sparkling cider...*holds it up* I know it's not much,joy
Best quote from a 7 in German - Almost #happy,joy
